Ticket_ID,Ticket_Type,Queue,Priority,Assigned_Team,Category,Status,Created_Date,Resolved_Date,Region
IT5551,Change,Product Support,medium,4 - Management,Product,In Progress,23-06-2024,16-06-2024,EU
IT5552,Problem,Technical Support,low,3 - Senior,Data Transfer,Open,26-06-2024,29-06-2024,APAC
IT5553,Incident,IT Support,high,3 - Senior,Crash,Open,29-06-2024,08-07-2024,EU
IT5554,Request,Product Support,low,2 - Regular,Documentation,Open,15-06-2024,14-07-2024,LATAM
IT5555,Problem,IT Support,high,3 - Senior,Breach,In Progress,15-06-2024,17-07-2024,LATAM
IT5556,Request,Customer Service,low,1 - Junior,Guidance,Resolved,16-06-2024,17-07-2024,NA
IT5557,Request,Technical Support,high,1 - Junior,Sales,In Progress,17-06-2024,17-06-2024,LATAM
IT5558,Request,Human Resources,medium,1 - Junior,Documentation,Open,20-06-2024,17-07-2024,EU
IT5559,Incident,Product Support,high,3 - Senior,DigitalMarketing,Resolved,23-06-2024,16-06-2024,NA
IT5560,Incident,Product Support,high,4 - Management,Bug,Open,26-06-2024,05-07-2024,NA
IT5561,Incident,Product Support,high,2 - Regular,Disruption,Open,29-06-2024,17-07-2024,MEA
IT5562,Request,Billing and Payments,medium,4 - Management,Security,In Progress,29-06-2024,20-07-2024,APAC
IT5563,Request,Technical Support,medium,3 - Senior,IT,Resolved,15-06-2024,26-07-2024,LATAM
IT5564,Incident,Technical Support,high,4 - Management,Tech Support,In Progress,15-06-2024,01-08-2024,EU
IT5565,Problem,Service Outages and Maintenance,high,2 - Regular,Disruption,Open,16-06-2024,04-08-2024,MEA
IT5566,Incident,Service Outages and Maintenance,medium,2 - Regular,Network,Resolved,17-06-2024,13-08-2024,APAC
IT5567,Problem,IT Support,high,2 - Regular,Security,In Progress,20-06-2024,16-08-2024,APAC
IT5568,Incident,Billing and Payments,medium,4 - Management,Payment,Open,23-06-2024,19-08-2024,MEA
IT5569,Request,Technical Support,medium,2 - Regular,Tech Support,Open,26-06-2024,22-08-2024,NA
IT5570,Incident,Service Outages and Maintenance,low,1 - Junior,Disruption,Open,29-06-2024,25-08-2024,APAC
IT5571,Problem,Customer Service,medium,4 - Management,Incident,In Progress,29-06-2024,28-08-2024,LATAM
IT5572,Problem,Product Support,medium,2 - Regular,Bug,Resolved,15-06-2024,03-09-2024,NA
IT5573,Incident,Customer Service,low,2 - Regular,Performance,In Progress,15-06-2024,17-07-2024,APAC
IT5574,Incident,Billing and Payments,high,4 - Management,Performance,Open,16-06-2024,17-06-2024,EU
IT5575,Request,IT Support,medium,1 - Junior,Documentation,Resolved,17-06-2024,02-07-2024,LATAM
IT5576,Request,Sales and Pre-Sales,medium,1 - Junior,IT,Open,20-06-2024,14-07-2024,LATAM
IT5577,Incident,IT Support,high,3 - Senior,Outage,Open,29-06-2024,17-07-2024,LATAM
IT5578,Problem,Technical Support,high,4 - Management,Crash,In Progress,15-06-2024,17-06-2024,EU
IT5579,Incident,Product Support,medium,2 - Regular,Breach,Resolved,15-06-2024,16-06-2024,EU
IT5580,Incident,Technical Support,high,2 - Regular,Crash,In Progress,16-06-2024,17-06-2024,MEA
IT5581,Request,Technical Support,medium,3 - Senior,Documentation,Open,17-06-2024,16-06-2024,LATAM
IT5582,Incident,Billing and Payments,high,4 - Management,Bug,Resolved,20-06-2024,17-07-2024,APAC
IT5583,Incident,Technical Support,high,2 - Regular,Performance,In Progress,29-06-2024,29-07-2024,NA
IT5584,Problem,Technical Support,low,2 - Regular,Product,Open,15-06-2024,01-08-2024,MEA
IT5585,Incident,Technical Support,high,4 - Management,Performance,Open,15-06-2024,07-08-2024,APAC
IT5586,Incident,Product Support,low,2 - Regular,Bug,Open,16-06-2024,13-08-2024,NA
IT5587,Incident,Product Support,high,1 - Junior,Bug,In Progress,17-06-2024,25-08-2024,NA
IT5588,Problem,IT Support,medium,2 - Regular,Software,Resolved,20-06-2024,31-08-2024,EU
IT5589,Request,Technical Support,high,1 - Junior,Feedback,In Progress,29-06-2024,03-09-2024,APAC
IT5590,Request,Returns and Exchanges,low,2 - Regular,IT,Open,15-06-2024,17-07-2024,NA
IT5591,Request,Product Support,high,1 - Junior,Hardware,Resolved,15-06-2024,16-06-2024,APAC
IT5592,Problem,Returns and Exchanges,high,2 - Regular,Performance,Open,15-06-2024,17-06-2024,MEA
IT5593,Incident,Product Support,high,4 - Management,Bug,Open,15-06-2024,23-06-2024,LATAM
IT5594,Incident,Customer Service,medium,2 - Regular,IT,In Progress,16-06-2024,26-06-2024,LATAM
IT5595,Incident,Technical Support,high,2 - Regular,Performance,Resolved,17-06-2024,29-06-2024,APAC
IT5596,Problem,Product Support,high,2 - Regular,IT,In Progress,20-06-2024,08-07-2024,APAC
IT5597,Problem,IT Support,medium,2 - Regular,Bug,Open,23-06-2024,11-07-2024,EU
IT5598,Request,Technical Support,medium,2 - Regular,Product,Resolved,26-06-2024,17-07-2024,LATAM
IT5599,Request,Billing and Payments,medium,2 - Regular,Billing,In Progress,29-06-2024,16-06-2024,LATAM
IT5600,Change,Technical Support,high,4 - Management,Encryption,Open,15-06-2024,17-06-2024,NA
IT5601,Incident,Technical Support,medium,1 - Junior,Performance,Open,15-06-2024,16-06-2024,MEA
IT5602,Incident,Technical Support,medium,3 - Senior,Bug,Open,16-06-2024,17-06-2024,LATAM
IT5603,Request,Customer Service,medium,2 - Regular,Strategy,In Progress,17-06-2024,16-06-2024,MEA
IT5604,Incident,Technical Support,high,2 - Regular,Performance,Resolved,20-06-2024,08-07-2024,LATAM
IT5605,Incident,Technical Support,high,1 - Junior,Breach,In Progress,23-06-2024,11-07-2024,NA
IT5606,Request,Product Support,medium,4 - Management,Sales,Open,26-06-2024,17-07-2024,EU
IT5607,Request,Technical Support,high,2 - Regular,Product,Resolved,29-06-2024,20-07-2024,LATAM
IT5608,Problem,Technical Support,medium,2 - Regular,Performance,Open,29-06-2024,26-07-2024,MEA
IT5609,Problem,Technical Support,high,1 - Junior,Integration,Open,15-06-2024,29-07-2024,EU
IT5610,Problem,Product Support,high,2 - Regular,Outage,In Progress,15-06-2024,04-08-2024,MEA
IT5611,Incident,Service Outages and Maintenance,high,1 - Junior,Security,Resolved,16-06-2024,10-08-2024,APAC
IT5612,Incident,Technical Support,high,4 - Management,Network,In Progress,17-06-2024,13-08-2024,MEA
IT5613,Change,Human Resources,medium,4 - Management,Medical,Open,20-06-2024,22-08-2024,NA
IT5614,Incident,Product Support,medium,4 - Management,IT,Resolved,23-06-2024,25-08-2024,EU
IT5615,Problem,Product Support,medium,1 - Junior,Software,In Progress,26-06-2024,28-08-2024,LATAM
IT5616,Change,General Inquiry,medium,3 - Senior,IT,Open,29-06-2024,03-09-2024,MEA
IT5617,Incident,Technical Support,low,2 - Regular,Bug,Open,29-06-2024,17-06-2024,LATAM
IT5618,Request,Product Support,high,1 - Junior,IT,Open,15-06-2024,20-06-2024,LATAM
IT5619,Request,IT Support,medium,1 - Junior,Product,In Progress,15-06-2024,23-06-2024,EU
IT5620,Request,Billing and Payments,low,2 - Regular,Payment,Resolved,16-06-2024,26-06-2024,APAC
IT5621,Problem,Technical Support,high,1 - Junior,Bug,In Progress,17-06-2024,02-07-2024,MEA
IT5622,Problem,Product Support,low,2 - Regular,Bug,Open,20-06-2024,05-07-2024,LATAM
IT5623,Incident,Customer Service,low,4 - Management,Disruption,Resolved,29-06-2024,08-07-2024,APAC
IT5624,Incident,Product Support,medium,2 - Regular,Performance,Open,15-06-2024,11-07-2024,APAC
IT5625,Change,Sales and Pre-Sales,medium,4 - Management,Sales,Open,15-06-2024,14-07-2024,MEA
IT5626,Request,Billing and Payments,high,3 - Senior,Documentation,In Progress,16-06-2024,16-06-2024,MEA
IT5627,Incident,Technical Support,high,3 - Senior,Outage,Resolved,17-06-2024,17-06-2024,APAC
IT5628,Incident,IT Support,high,3 - Senior,Hardware,In Progress,20-06-2024,17-07-2024,APAC
IT5629,Problem,Returns and Exchanges,low,4 - Management,Bug,Open,29-06-2024,17-06-2024,APAC
IT5630,Request,Sales and Pre-Sales,high,1 - Junior,Feature,Resolved,15-06-2024,17-06-2024,NA
IT5631,Request,Technical Support,high,3 - Senior,Documentation,In Progress,15-06-2024,17-07-2024,NA
IT5632,Incident,Technical Support,medium,2 - Regular,Breach,Open,16-06-2024,16-06-2024,NA
IT5633,Request,Customer Service,high,2 - Regular,Guidance,Open,17-06-2024,14-07-2024,EU
IT5634,Problem,Product Support,high,2 - Regular,Login,Open,20-06-2024,20-07-2024,NA
IT5635,Incident,Product Support,high,1 - Junior,Performance,In Progress,29-06-2024,23-07-2024,MEA
IT5636,Change,General Inquiry,medium,2 - Regular,Feedback,Resolved,15-06-2024,01-08-2024,APAC
IT5637,Incident,Service Outages and Maintenance,high,4 - Management,Disruption,In Progress,15-06-2024,04-08-2024,EU
IT5638,Incident,Technical Support,medium,1 - Junior,Breach,Open,15-06-2024,10-08-2024,LATAM
IT5639,Incident,Service Outages and Maintenance,medium,2 - Regular,Security,Resolved,15-06-2024,19-08-2024,APAC
IT5640,Incident,Technical Support,medium,1 - Junior,Alert,Open,16-06-2024,22-08-2024,LATAM
IT5641,Incident,Returns and Exchanges,medium,3 - Senior,Performance,Open,17-06-2024,31-08-2024,APAC
IT5642,Change,Technical Support,medium,2 - Regular,IT,In Progress,20-06-2024,03-09-2024,LATAM
IT5643,Incident,Technical Support,high,1 - Junior,Bug,Resolved,23-06-2024,16-06-2024,LATAM
IT5644,Problem,Billing and Payments,medium,1 - Junior,Technical,In Progress,26-06-2024,17-06-2024,APAC
IT5645,Request,Customer Service,medium,1 - Junior,Guidance,Open,29-06-2024,05-07-2024,APAC
IT5646,Problem,Technical Support,high,4 - Management,Crash,Resolved,15-06-2024,11-07-2024,LATAM
IT5647,Incident,Product Support,low,2 - Regular,Feature,In Progress,15-06-2024,16-06-2024,LATAM
IT5648,Incident,Customer Service,low,3 - Senior,Bug,Open,16-06-2024,17-07-2024,EU
IT5649,Incident,Technical Support,low,4 - Management,Performance,Open,17-06-2024,16-06-2024,EU
IT5650,Incident,IT Support,medium,1 - Junior,Performance,Open,20-06-2024,17-07-2024,MEA
IT5651,Problem,Technical Support,medium,3 - Senior,Bug,In Progress,23-06-2024,16-06-2024,EU
IT5652,Request,Billing and Payments,medium,3 - Senior,Documentation,Resolved,26-06-2024,08-07-2024,MEA
IT5653,Problem,Technical Support,medium,2 - Regular,Performance,In Progress,29-06-2024,11-07-2024,APAC
IT5654,Request,Customer Service,high,1 - Junior,Security,Open,29-06-2024,23-07-2024,LATAM
IT5655,Incident,Product Support,medium,1 - Junior,Performance,Resolved,15-06-2024,26-07-2024,LATAM
IT5656,Request,Product Support,high,3 - Senior,Marketing,Open,15-06-2024,29-07-2024,APAC
IT5657,Incident,Technical Support,high,2 - Regular,Bug,Open,16-06-2024,04-08-2024,APAC
IT5658,Incident,IT Support,high,4 - Management,Breach,In Progress,17-06-2024,10-08-2024,MEA
IT5659,Request,Technical Support,high,2 - Regular,Documentation,Resolved,20-06-2024,22-08-2024,MEA
IT5660,Incident,Customer Service,low,3 - Senior,Bug,In Progress,23-06-2024,28-08-2024,NA
IT5661,Request,Product Support,medium,3 - Senior,Product,Open,26-06-2024,03-09-2024,MEA
IT5662,Incident,Technical Support,high,1 - Junior,Database,Resolved,29-06-2024,16-06-2024,MEA
IT5663,Request,Customer Service,high,2 - Regular,Documentation,In Progress,29-06-2024,20-06-2024,NA
IT5664,Request,Customer Service,low,2 - Regular,Documentation,Open,15-06-2024,23-06-2024,EU
IT5665,Problem,Technical Support,low,4 - Management,API,Open,15-06-2024,26-06-2024,EU
IT5666,Request,Billing and Payments,low,1 - Junior,IT,Open,16-06-2024,02-07-2024,EU
IT5667,Change,Technical Support,high,3 - Senior,Feedback,In Progress,17-06-2024,08-07-2024,LATAM
IT5668,Incident,Technical Support,high,2 - Regular,Performance,Resolved,20-06-2024,11-07-2024,MEA
IT5669,Problem,Customer Service,medium,4 - Management,Bug,In Progress,29-06-2024,14-07-2024,EU
IT5670,Problem,Customer Service,medium,1 - Junior,Campaign,Open,15-06-2024,17-06-2024,MEA
IT5671,Request,Technical Support,medium,2 - Regular,Product,Resolved,15-06-2024,17-07-2024,APAC
IT5672,Incident,Technical Support,high,1 - Junior,Tool,Open,16-06-2024,16-06-2024,LATAM
IT5673,Problem,Customer Service,low,2 - Regular,Security,Open,17-06-2024,17-07-2024,NA
IT5674,Change,IT Support,medium,4 - Management,Feature,In Progress,20-06-2024,16-06-2024,MEA
IT5675,Change,IT Support,high,2 - Regular,Feedback,Resolved,29-06-2024,17-06-2024,MEA
IT5676,Problem,Product Support,medium,4 - Management,Bug,In Progress,15-06-2024,08-07-2024,APAC
IT5677,Request,Customer Service,medium,2 - Regular,Sales,Open,15-06-2024,11-07-2024,MEA
IT5678,Change,Product Support,high,3 - Senior,Sales,Resolved,16-06-2024,26-07-2024,LATAM
IT5679,Incident,Technical Support,high,2 - Regular,Crash,In Progress,17-06-2024,13-08-2024,APAC
IT5680,Incident,IT Support,medium,1 - Junior,Network,Open,20-06-2024,22-08-2024,MEA
IT5681,Request,Product Support,medium,4 - Management,Documentation,Open,29-06-2024,17-07-2024,EU
IT5682,Incident,Billing and Payments,medium,2 - Regular,Bug,Open,15-06-2024,16-06-2024,APAC
IT5683,Incident,Customer Service,medium,3 - Senior,Customer,In Progress,15-06-2024,17-06-2024,APAC
IT5684,Incident,IT Support,low,1 - Junior,Integration,Resolved,15-06-2024,23-06-2024,APAC
IT5685,Incident,Returns and Exchanges,low,1 - Junior,Breach,In Progress,15-06-2024,29-06-2024,APAC
IT5686,Incident,Returns and Exchanges,low,2 - Regular,Performance,Open,16-06-2024,02-07-2024,LATAM
IT5687,Problem,Technical Support,high,2 - Regular,Breach,Resolved,17-06-2024,17-07-2024,EU
IT5688,Problem,Customer Service,low,1 - Junior,Bug,Open,20-06-2024,16-06-2024,EU
IT5689,Request,Billing and Payments,medium,3 - Senior,Sales,Open,23-06-2024,17-06-2024,LATAM
IT5690,Incident,Service Outages and Maintenance,high,2 - Regular,Security,In Progress,26-06-2024,17-07-2024,APAC
IT5691,Problem,Technical Support,low,1 - Junior,Customer,Resolved,29-06-2024,16-06-2024,EU
IT5692,Change,Product Support,medium,2 - Regular,Update,In Progress,15-06-2024,17-06-2024,LATAM
IT5693,Problem,Service Outages and Maintenance,high,3 - Senior,Disruption,Open,15-06-2024,05-07-2024,APAC
IT5694,Request,Customer Service,medium,2 - Regular,Documentation,Resolved,16-06-2024,14-07-2024,LATAM
IT5695,Incident,Billing and Payments,low,2 - Regular,Payment,In Progress,17-06-2024,17-07-2024,MEA
IT5696,Request,Billing and Payments,medium,2 - Regular,Marketing,Open,20-06-2024,20-07-2024,APAC
IT5697,Problem,Technical Support,high,4 - Management,Hardware,Open,23-06-2024,23-07-2024,LATAM
IT5698,Problem,IT Support,high,2 - Regular,Network,Open,26-06-2024,29-07-2024,NA
IT5699,Request,Product Support,medium,4 - Management,Customer,In Progress,29-06-2024,04-08-2024,LATAM
IT5700,Request,Customer Service,medium,3 - Senior,Sales,Resolved,29-06-2024,07-08-2024,NA
IT5701,Request,Customer Service,low,3 - Senior,Brand Growth,In Progress,15-06-2024,16-08-2024,NA
IT5702,Request,Customer Service,low,4 - Management,Feedback,Open,15-06-2024,25-08-2024,APAC
IT5703,Incident,Product Support,medium,1 - Junior,Bug,Resolved,16-06-2024,28-08-2024,EU
IT5704,Problem,Billing and Payments,low,3 - Senior,Payment,Open,17-06-2024,31-08-2024,LATAM
IT5705,Incident,Technical Support,medium,2 - Regular,Performance,Open,20-06-2024,03-09-2024,APAC
IT5706,Change,Service Outages and Maintenance,medium,2 - Regular,Performance,In Progress,23-06-2024,16-06-2024,LATAM
IT5707,Incident,Technical Support,high,1 - Junior,Bug,Resolved,26-06-2024,17-06-2024,APAC
IT5708,Problem,Billing and Payments,low,4 - Management,Network,In Progress,29-06-2024,20-06-2024,MEA
IT5709,Request,Service Outages and Maintenance,low,2 - Regular,Documentation,Open,29-06-2024,05-07-2024,LATAM
IT5710,Incident,Service Outages and Maintenance,high,3 - Senior,Disruption,Resolved,15-06-2024,14-07-2024,NA
IT5711,Incident,Technical Support,high,4 - Management,Network,In Progress,15-06-2024,17-07-2024,NA
IT5712,Request,Product Support,medium,1 - Junior,Product,Open,16-06-2024,16-06-2024,NA
IT5713,Incident,Service Outages and Maintenance,high,3 - Senior,Breach,Open,17-06-2024,16-06-2024,EU
IT5714,Request,Product Support,medium,2 - Regular,Documentation,Open,20-06-2024,16-06-2024,EU
IT5715,Request,Customer Service,low,2 - Regular,Analytics,In Progress,29-06-2024,16-06-2024,NA
IT5716,Change,Technical Support,high,4 - Management,Sales,Resolved,15-06-2024,05-07-2024,LATAM
IT5717,Incident,Technical Support,high,2 - Regular,Performance,In Progress,15-06-2024,14-07-2024,MEA
IT5718,Request,Technical Support,high,2 - Regular,Security,Open,16-06-2024,20-07-2024,NA
IT5719,Request,Product Support,high,4 - Management,IT,Resolved,17-06-2024,23-07-2024,EU
IT5720,Problem,Technical Support,high,1 - Junior,Performance,Open,20-06-2024,29-07-2024,EU
IT5721,Incident,Human Resources,medium,2 - Regular,,Open,29-06-2024,07-08-2024,LATAM
IT5722,Problem,Customer Service,medium,3 - Senior,Performance,In Progress,15-06-2024,10-08-2024,NA
IT5723,Incident,Product Support,high,2 - Regular,Tech Support,Resolved,15-06-2024,16-08-2024,LATAM
IT5724,Request,IT Support,high,4 - Management,Product,In Progress,16-06-2024,19-08-2024,APAC
IT5725,Problem,Technical Support,high,1 - Junior,Breach,Open,17-06-2024,25-08-2024,APAC
IT5726,Problem,Billing and Payments,medium,1 - Junior,Security,Resolved,20-06-2024,31-08-2024,LATAM
IT5727,Problem,Billing and Payments,medium,2 - Regular,Customer,In Progress,29-06-2024,17-07-2024,MEA
IT5728,Request,Billing and Payments,medium,1 - Junior,Payment,Open,15-06-2024,17-06-2024,LATAM
IT5729,Problem,IT Support,medium,4 - Management,Disruption,Open,15-06-2024,23-06-2024,APAC
IT5730,Request,Technical Support,low,2 - Regular,Product,Open,15-06-2024,29-06-2024,MEA
IT5731,Request,Billing and Payments,medium,2 - Regular,Payment,In Progress,15-06-2024,02-07-2024,MEA
IT5732,Request,Technical Support,high,2 - Regular,Sales,Resolved,16-06-2024,11-07-2024,EU
IT5733,Change,IT Support,medium,3 - Senior,Product,In Progress,17-06-2024,17-07-2024,EU
IT5734,Change,Service Outages and Maintenance,high,4 - Management,Product,Open,20-06-2024,16-06-2024,LATAM
IT5735,Problem,IT Support,high,2 - Regular,IT,Resolved,23-06-2024,16-06-2024,EU
IT5736,Request,Billing and Payments,low,2 - Regular,Payment,Open,26-06-2024,17-06-2024,APAC
IT5737,Change,IT Support,low,4 - Management,Software,Open,29-06-2024,05-07-2024,APAC
IT5738,Incident,IT Support,medium,4 - Management,Product,In Progress,15-06-2024,08-07-2024,LATAM
IT5739,Problem,Technical Support,high,3 - Senior,Bug,Resolved,15-06-2024,17-07-2024,NA
IT5740,Incident,Service Outages and Maintenance,medium,2 - Regular,Disruption,In Progress,16-06-2024,20-07-2024,LATAM
IT5741,Incident,Service Outages and Maintenance,high,4 - Management,Disruption,Open,17-06-2024,23-07-2024,EU
IT5742,Incident,Service Outages and Maintenance,high,2 - Regular,Network,Resolved,20-06-2024,26-07-2024,APAC
IT5743,Request,Billing and Payments,low,2 - Regular,Customer,In Progress,23-06-2024,01-08-2024,NA
IT5744,Incident,Product Support,medium,3 - Senior,Performance,Open,26-06-2024,10-08-2024,LATAM
IT5745,Incident,Customer Service,low,2 - Regular,Performance,Open,29-06-2024,13-08-2024,NA
IT5746,Incident,Human Resources,medium,1 - Junior,Employee,Open,29-06-2024,16-08-2024,APAC
IT5747,Request,Sales and Pre-Sales,high,2 - Regular,Compliance,In Progress,15-06-2024,31-08-2024,EU
IT5748,Incident,IT Support,high,1 - Junior,Outage,Resolved,15-06-2024,03-09-2024,NA
IT5749,Incident,Product Support,medium,1 - Junior,Breach,In Progress,16-06-2024,16-06-2024,MEA
IT5750,Change,IT Support,medium,4 - Management,Performance,Open,17-06-2024,17-06-2024,MEA
IT5751,Problem,Customer Service,medium,1 - Junior,Performance,Resolved,20-06-2024,20-06-2024,NA
IT5752,Change,Billing and Payments,high,1 - Junior,Performance,Open,23-06-2024,29-06-2024,NA
IT5753,Request,Technical Support,high,3 - Senior,Strategy,Open,26-06-2024,14-07-2024,MEA
IT5754,Incident,Service Outages and Maintenance,high,3 - Senior,Disruption,In Progress,29-06-2024,16-06-2024,APAC
IT5755,Incident,Technical Support,high,2 - Regular,IT,Resolved,29-06-2024,17-06-2024,NA
IT5756,Incident,Technical Support,low,4 - Management,Security,In Progress,15-06-2024,17-07-2024,APAC
IT5757,Problem,Technical Support,medium,1 - Junior,Integration,Open,15-06-2024,16-06-2024,NA
IT5758,Incident,Customer Service,high,3 - Senior,Website,Resolved,16-06-2024,08-07-2024,NA
IT5759,Request,Returns and Exchanges,low,1 - Junior,Sales,In Progress,17-06-2024,14-07-2024,LATAM
IT5760,Incident,Customer Service,medium,2 - Regular,Issue,Open,20-06-2024,23-07-2024,LATAM
IT5761,Incident,Service Outages and Maintenance,high,2 - Regular,Disruption,Open,29-06-2024,29-07-2024,APAC
IT5762,Request,Customer Service,high,1 - Junior,Marketing,Open,15-06-2024,07-08-2024,EU
IT5763,Request,Customer Service,low,2 - Regular,Feedback,In Progress,15-06-2024,10-08-2024,LATAM
IT5764,Problem,Product Support,high,4 - Management,Sales,Resolved,16-06-2024,13-08-2024,LATAM
IT5765,Incident,Customer Service,medium,1 - Junior,System,In Progress,17-06-2024,28-08-2024,APAC
IT5766,Request,Customer Service,medium,3 - Senior,Product,Open,20-06-2024,17-06-2024,LATAM
IT5767,Incident,Returns and Exchanges,low,4 - Management,Bug,Resolved,29-06-2024,23-06-2024,NA
IT5768,Incident,Technical Support,medium,3 - Senior,Virus,Open,15-06-2024,29-06-2024,NA
IT5769,Request,Product Support,medium,3 - Senior,Product,Open,15-06-2024,08-07-2024,MEA
IT5770,Request,Billing and Payments,medium,4 - Management,Customer,In Progress,16-06-2024,17-06-2024,NA
IT5771,Problem,Returns and Exchanges,low,1 - Junior,Breach,Resolved,17-06-2024,16-06-2024,EU
IT5772,Request,Service Outages and Maintenance,high,1 - Junior,Documentation,In Progress,20-06-2024,17-06-2024,EU
IT5773,Incident,Billing and Payments,high,2 - Regular,Payment,Open,29-06-2024,17-07-2024,APAC
IT5774,Problem,IT Support,high,1 - Junior,Software,Resolved,15-06-2024,05-07-2024,MEA
IT5775,Problem,Customer Service,low,2 - Regular,Alert,In Progress,15-06-2024,08-07-2024,EU
IT5776,Problem,Product Support,medium,4 - Management,Technical,Open,15-06-2024,11-07-2024,LATAM
IT5777,Problem,Customer Service,low,2 - Regular,Performance,Open,15-06-2024,14-07-2024,MEA
IT5778,Request,Technical Support,medium,2 - Regular,Strategy,Open,16-06-2024,26-07-2024,NA
IT5779,Incident,IT Support,high,3 - Senior,Hardware,In Progress,17-06-2024,29-07-2024,NA
IT5780,Incident,Customer Service,medium,1 - Junior,Account,Resolved,20-06-2024,01-08-2024,EU
IT5781,Problem,IT Support,low,1 - Junior,Security,In Progress,23-06-2024,13-08-2024,LATAM
IT5782,Incident,Product Support,medium,2 - Regular,Disruption,Open,26-06-2024,16-08-2024,NA
IT5783,Incident,Product Support,high,1 - Junior,Performance,Resolved,29-06-2024,19-08-2024,EU
IT5784,Incident,Human Resources,medium,3 - Senior,Incident,Open,15-06-2024,22-08-2024,NA
IT5785,Request,Billing and Payments,high,1 - Junior,Payment,Open,15-06-2024,03-09-2024,MEA
IT5786,Request,Customer Service,medium,2 - Regular,Strategy,In Progress,16-06-2024,17-07-2024,LATAM
IT5787,Incident,Technical Support,high,1 - Junior,Performance,Resolved,17-06-2024,11-07-2024,NA
IT5788,Problem,Billing and Payments,high,3 - Senior,Payment,In Progress,20-06-2024,14-07-2024,APAC
IT5789,Incident,Technical Support,high,2 - Regular,Incident,Open,23-06-2024,16-06-2024,EU
IT5790,Problem,Customer Service,high,3 - Senior,Product,Resolved,26-06-2024,17-06-2024,MEA
IT5791,Change,Technical Support,medium,2 - Regular,Product,In Progress,29-06-2024,17-07-2024,LATAM
IT5792,Incident,Technical Support,high,2 - Regular,Crash,Open,29-06-2024,16-06-2024,NA
IT5793,Problem,Technical Support,medium,3 - Senior,Performance,Open,15-06-2024,16-06-2024,NA
IT5794,Incident,Technical Support,high,4 - Management,Performance,Open,15-06-2024,23-07-2024,APAC
IT5795,Incident,Returns and Exchanges,medium,2 - Regular,Performance,In Progress,16-06-2024,26-07-2024,LATAM
IT5796,Problem,Customer Service,medium,2 - Regular,Sales,Resolved,17-06-2024,29-07-2024,NA
IT5797,Problem,Technical Support,high,2 - Regular,Performance,In Progress,20-06-2024,01-08-2024,EU
IT5798,Incident,IT Support,high,2 - Regular,Feature,Open,23-06-2024,04-08-2024,EU
IT5799,Incident,Technical Support,high,1 - Junior,Outage,Resolved,26-06-2024,07-08-2024,NA
IT5800,Request,Human Resources,low,2 - Regular,Documentation,Open,29-06-2024,19-08-2024,MEA
IT5801,Incident,Technical Support,low,2 - Regular,Performance,Open,29-06-2024,22-08-2024,LATAM
IT5802,Incident,Billing and Payments,medium,2 - Regular,Technical,In Progress,15-06-2024,25-08-2024,LATAM
IT5803,Request,Customer Service,high,2 - Regular,IT,Resolved,15-06-2024,17-07-2024,LATAM
IT5804,Change,Technical Support,low,4 - Management,Integration,In Progress,16-06-2024,16-06-2024,APAC
IT5805,Request,Product Support,medium,3 - Senior,Backup,Open,17-06-2024,17-06-2024,NA
IT5806,Incident,Product Support,medium,2 - Regular,Campaigns,Resolved,20-06-2024,23-06-2024,LATAM
IT5807,Problem,IT Support,high,1 - Junior,Software,In Progress,29-06-2024,26-06-2024,APAC
IT5808,Incident,Product Support,medium,2 - Regular,Security,Open,15-06-2024,02-07-2024,EU
IT5809,Incident,Product Support,high,2 - Regular,Performance,Open,15-06-2024,08-07-2024,LATAM
IT5810,Change,Returns and Exchanges,medium,1 - Junior,Security,Open,16-06-2024,11-07-2024,MEA
IT5811,Incident,Technical Support,high,2 - Regular,Notification,In Progress,17-06-2024,14-07-2024,NA
IT5812,Incident,Technical Support,low,4 - Management,Bug,Resolved,20-06-2024,17-07-2024,LATAM
IT5813,Incident,Product Support,medium,4 - Management,Campaign,In Progress,29-06-2024,16-06-2024,NA
IT5814,Incident,Technical Support,high,1 - Junior,Bug,Open,15-06-2024,17-07-2024,LATAM
IT5815,Request,Customer Service,low,3 - Senior,Integration,Resolved,15-06-2024,16-06-2024,APAC
IT5816,Incident,Technical Support,medium,4 - Management,Campaign,Open,16-06-2024,05-07-2024,MEA
IT5817,Incident,Technical Support,high,2 - Regular,Campaign,Open,17-06-2024,11-07-2024,EU
IT5818,Change,Customer Service,medium,1 - Junior,IT,In Progress,20-06-2024,14-07-2024,APAC
IT5819,Problem,Technical Support,high,3 - Senior,Performance,Resolved,29-06-2024,20-07-2024,NA
IT5820,Incident,Service Outages and Maintenance,medium,2 - Regular,Network,In Progress,15-06-2024,26-07-2024,EU
IT5821,Problem,Product Support,medium,2 - Regular,Bug,Open,15-06-2024,29-07-2024,EU
IT5822,Incident,Human Resources,low,1 - Junior,Crash,Resolved,15-06-2024,04-08-2024,LATAM
IT5823,Incident,Product Support,high,4 - Management,Breach,In Progress,15-06-2024,07-08-2024,EU
IT5824,Problem,Billing and Payments,medium,2 - Regular,Security,Open,16-06-2024,10-08-2024,NA
IT5825,Request,Billing and Payments,high,4 - Management,Product,Open,17-06-2024,13-08-2024,APAC
IT5826,Change,General Inquiry,low,2 - Regular,Feature,Open,20-06-2024,16-08-2024,EU
