Ticket_ID,Status,Priority,Source,Topic,Category,Agent_Group,Created_time,Expected_SLA_resolve,Resolution_Duration,SLA_Status,Survey_Results,Country,Latitude,Longitude,Agent_interactions,Resolution_Imputed,Survey_Imputed,Resolution_Gap,Response_Efficiency,Normalized_Speed,Normalized_Satisfaction,Similarity_Score,Performance_Bucket
TIC-5606,Closed,High,Portal,Slow Internet,Network,Infrastructure,2025-03-08 07:02:00,8,13.07,Breached,2.0,Brazil,-14.23,-51.92,4,0,0,-5.07,1.6,-0.63375,0.25,0.0,Low Efficiency
TIC-5607,Closed,Critical,Phone,Update Failure,Software,L1 Service Desk,2025-10-30 03:24:00,4,0.52,On-Time,1.0,Germany,51.16,10.45,3,0,0,3.48,1.0,0.87,0.0,0.522,Standard
TIC-5608,Closed,High,Email,Port Request,Network,L1 Service Desk,2025-03-06 18:27:00,8,12.71,Breached,3.0,UK,55.37,-3.43,1,0,0,-4.710000000000001,4.0,-0.5887500000000001,0.5,0.0,Low Efficiency
TIC-5609,Closed,Medium,Chat,Bug Report,Software,L2 Technical Support,2025-12-07 17:30:00,24,13.7,On-Time,2.0,USA,37.09,-95.71,8,0,0,10.3,2.6666666666666665,0.4291666666666667,0.25,0.35750000000000004,Low Efficiency
TIC-5610,Closed,Low,Email,Login Issue,Software,Network Ops,2025-01-10 15:34:00,48,4.29,On-Time,1.0,Germany,51.16,10.45,11,0,0,43.71,4.0,0.910625,0.0,0.5463749999999999,Standard
TIC-5611,Resolved,Medium,Phone,Update Failure,Software,Infrastructure,2025-04-04 07:31:00,24,23.95,On-Time,3.022642390289449,Brazil,-14.23,-51.92,12,0,1,0.05000000000000071,1.8461538461538463,0.002083333333333326,0.5056605975723623,0.20351423902894492,Low Efficiency
TIC-5612,Closed,Critical,Phone,Port Request,Network,Network Ops,2025-02-23 11:00:00,4,5.03,Breached,5.0,USA,37.09,-95.71,7,0,0,-1.0300000000000002,0.5,-0.25750000000000006,1.0,0.2455,Low Efficiency
TIC-5613,Resolved,Low,Email,Password Reset,Security,L2 Technical Support,2025-12-08 12:24:00,48,21.96,On-Time,3.022642390289449,Brazil,-14.23,-51.92,1,0,1,26.04,24.0,0.5425,0.5056605975723623,0.5277642390289449,Standard
TIC-5614,Closed,High,Email,Login Issue,Software,Network Ops,2025-09-17 11:27:00,8,0.75,On-Time,1.0,India,20.59,78.96,11,0,0,7.25,0.6666666666666666,0.90625,0.0,0.54375,Standard
TIC-5615,Resolved,Medium,Email,MFA Reset,Security,Network Ops,2025-10-02 08:42:00,24,7.71,On-Time,3.022642390289449,UK,55.37,-3.43,5,0,1,16.29,4.0,0.67875,0.5056605975723623,0.6095142390289449,Standard
TIC-5616,Resolved,Low,Email,Port Request,Network,Infrastructure,2025-03-20 14:52:00,48,72.49,Breached,3.022642390289449,USA,37.09,-95.71,7,0,1,-24.489999999999995,6.0,-0.5102083333333332,0.5056605975723623,0.0,Low Efficiency
TIC-5617,Closed,Medium,Email,License Request,Software,L2 Technical Support,2025-12-22 14:26:00,24,0.34,On-Time,2.0,Germany,51.16,10.45,11,0,0,23.66,2.0,0.9858333333333333,0.25,0.6915,Standard
TIC-5618,Closed,Medium,Portal,Wi-Fi Access,Network,Security Admin,2025-04-10 13:23:00,24,34.93,Breached,3.0,Brazil,-14.23,-51.92,7,0,0,-10.93,3.0,-0.4554166666666666,0.5,0.0,Low Efficiency
TIC-5619,Resolved,Low,Chat,Laptop Repair,Hardware,Network Ops,2025-10-13 18:37:00,48,45.43,On-Time,3.022642390289449,USA,37.09,-95.71,5,0,1,2.5700000000000003,8.0,0.05354166666666671,0.5056605975723623,0.23438923902894493,Low Efficiency
TIC-5620,Closed,Medium,Portal,VPN Drop,Network,L1 Service Desk,2025-12-17 18:19:00,24,12.39,On-Time,5.0,USA,37.09,-95.71,7,0,0,11.61,3.0,0.48375,1.0,0.69025,Standard
TIC-5621,Closed,Medium,Phone,Bug Report,Software,Security Admin,2025-09-28 07:35:00,24,25.33,Breached,4.0,Brazil,-14.23,-51.92,11,0,0,-1.3299999999999983,2.0,-0.05541666666666667,0.75,0.26675000000000004,Low Efficiency
TIC-5622,Closed,Medium,Email,Bug Report,Software,Network Ops,2025-05-30 05:05:00,24,14.08,On-Time,5.0,India,20.59,78.96,6,0,0,9.92,3.4285714285714284,0.41333333333333333,1.0,0.648,Standard
TIC-5623,Closed,Critical,Phone,MFA Reset,Security,Infrastructure,2025-04-18 09:12:00,4,1.16,On-Time,2.0,Germany,51.16,10.45,7,0,0,2.84,0.5,0.71,0.25,0.526,Standard
TIC-5624,Resolved,Critical,Chat,Login Issue,Software,L1 Service Desk,2025-04-06 02:50:00,4,1.12,On-Time,3.022642390289449,UK,55.37,-3.43,10,0,1,2.88,0.36363636363636365,0.72,0.5056605975723623,0.6342642390289449,Standard
TIC-5625,Closed,Medium,Phone,Monitor Issue,Hardware,Network Ops,2025-02-05 03:54:00,24,28.69,Breached,4.0,Germany,51.16,10.45,2,0,0,-4.690000000000001,8.0,-0.1954166666666668,0.75,0.18274999999999997,Low Efficiency
TIC-5626,Closed,Medium,Email,Monitor Issue,Hardware,L1 Service Desk,2025-09-30 06:08:00,24,28.06,Breached,4.0,UK,55.37,-3.43,1,0,0,-4.059999999999999,12.0,-0.1691666666666667,0.75,0.19850000000000004,Low Efficiency
TIC-5627,Closed,High,Email,Monitor Issue,Hardware,Security Admin,2025-08-02 04:55:00,8,5.06,On-Time,5.0,Germany,51.16,10.45,2,0,0,2.9400000000000004,2.6666666666666665,0.36750000000000005,1.0,0.6205,Standard
TIC-5628,Closed,Medium,Portal,Bug Report,Software,L2 Technical Support,2025-03-04 00:31:00,24,14.12,On-Time,5.0,India,20.59,78.96,10,0,0,9.88,2.1818181818181817,0.41166666666666674,1.0,0.647,Standard
TIC-5629,Closed,Medium,Chat,Monitor Issue,Hardware,Network Ops,2025-06-19 10:18:00,24,12.14,On-Time,2.0,Brazil,-14.23,-51.92,1,0,0,11.86,12.0,0.49416666666666664,0.25,0.39649999999999996,Low Efficiency
TIC-5630,Closed,Medium,Phone,Slow Internet,Network,Infrastructure,2025-11-13 09:55:00,24,30.66,Breached,4.0,UK,55.37,-3.43,5,0,0,-6.66,4.0,-0.2775000000000001,0.75,0.1335,Low Efficiency
TIC-5631,Open,Low,Email,Keyboard/Mouse,Hardware,Infrastructure,2025-10-06 08:17:00,48,,Pending,3.022642390289449,India,20.59,78.96,3,1,1,,12.0,,0.5056605975723623,,Pending
TIC-5632,Closed,Medium,Email,Printer,Hardware,L2 Technical Support,2025-04-19 03:04:00,24,20.36,On-Time,2.0,USA,37.09,-95.71,5,0,0,3.6400000000000006,4.0,0.15166666666666673,0.25,0.19100000000000006,Low Efficiency
TIC-5633,Closed,High,Chat,Suspicious Email,Security,L2 Technical Support,2025-08-13 11:51:00,8,7.92,On-Time,3.0,UK,55.37,-3.43,1,0,0,0.08000000000000007,4.0,0.010000000000000009,0.5,0.20600000000000002,Low Efficiency
TIC-5634,Closed,Critical,Portal,MFA Reset,Security,Security Admin,2025-09-14 01:23:00,4,2.58,On-Time,3.0,UK,55.37,-3.43,4,0,0,1.42,0.8,0.355,0.5,0.41300000000000003,Standard
TIC-5635,Closed,Medium,Portal,Wi-Fi Access,Network,Security Admin,2025-11-29 16:33:00,24,41.95,Breached,1.0,USA,37.09,-95.71,6,0,0,-17.950000000000003,3.4285714285714284,-0.7479166666666668,0.0,0.0,Low Efficiency
TIC-5636,Closed,Medium,Portal,Printer,Hardware,Infrastructure,2025-04-20 10:35:00,24,42.87,Breached,3.0,India,20.59,78.96,8,0,0,-18.869999999999997,2.6666666666666665,-0.7862499999999999,0.5,0.0,Low Efficiency
TIC-5637,Closed,Medium,Portal,Access Revoked,Security,Infrastructure,2025-06-29 19:56:00,24,20.89,On-Time,1.0,India,20.59,78.96,4,0,0,3.1099999999999994,4.8,0.12958333333333327,0.0,0.07774999999999996,Low Efficiency
TIC-5638,Closed,Medium,Email,License Request,Software,Infrastructure,2025-01-30 23:31:00,24,26.13,Breached,3.0,UK,55.37,-3.43,12,0,0,-2.129999999999999,1.8461538461538463,-0.08874999999999988,0.5,0.14675000000000007,Low Efficiency
TIC-5639,Closed,Low,Portal,Port Request,Network,L1 Service Desk,2025-02-14 19:19:00,48,28.84,On-Time,1.0,Brazil,-14.23,-51.92,6,0,0,19.16,6.857142857142857,0.39916666666666667,0.0,0.2395,Low Efficiency
TIC-5640,Closed,High,Email,Laptop Repair,Hardware,Infrastructure,2025-09-28 03:56:00,8,9.68,Breached,3.0,Brazil,-14.23,-51.92,5,0,0,-1.6799999999999997,1.3333333333333333,-0.20999999999999996,0.5,0.07400000000000004,Low Efficiency
TIC-5641,Closed,Medium,Email,Suspicious Email,Security,Security Admin,2025-01-17 11:44:00,24,17.49,On-Time,1.0,UK,55.37,-3.43,1,0,0,6.510000000000002,12.0,0.2712500000000001,0.0,0.16275000000000006,Low Efficiency
TIC-5642,Closed,Medium,Portal,Slow Internet,Network,Network Ops,2025-06-13 07:07:00,24,39.98,Breached,1.0,Germany,51.16,10.45,6,0,0,-15.979999999999997,3.4285714285714284,-0.6658333333333333,0.0,0.0,Low Efficiency
TIC-5643,Resolved,High,Chat,Keyboard/Mouse,Hardware,Network Ops,2025-01-03 01:57:00,8,7.08,On-Time,3.022642390289449,USA,37.09,-95.71,1,0,1,0.9199999999999999,4.0,0.11499999999999999,0.5056605975723623,0.2712642390289449,Low Efficiency
TIC-5644,Closed,Critical,Chat,License Request,Software,Network Ops,2025-08-18 14:20:00,4,1.62,On-Time,5.0,India,20.59,78.96,6,0,0,2.38,0.5714285714285714,0.595,1.0,0.757,High Performer
TIC-5645,Closed,Medium,Chat,License Request,Software,Network Ops,2025-07-31 21:04:00,24,16.79,On-Time,5.0,India,20.59,78.96,3,0,0,7.210000000000001,6.0,0.30041666666666667,1.0,0.58025,Standard
TIC-5646,Open,High,Email,Access Revoked,Security,Network Ops,2025-06-03 05:18:00,8,,Pending,3.022642390289449,Germany,51.16,10.45,7,1,1,,1.0,,0.5056605975723623,,Pending
TIC-5647,Closed,Low,Portal,MFA Reset,Security,Network Ops,2025-03-14 06:18:00,48,38.0,On-Time,3.0,India,20.59,78.96,8,0,0,10.0,5.333333333333333,0.20833333333333337,0.5,0.32500000000000007,Low Efficiency
TIC-5648,Closed,Low,Chat,Wi-Fi Access,Network,L1 Service Desk,2025-05-08 02:03:00,48,36.8,On-Time,3.0,Germany,51.16,10.45,5,0,0,11.200000000000003,8.0,0.2333333333333334,0.5,0.3400000000000001,Low Efficiency
TIC-5649,Closed,Low,Chat,Login Issue,Software,L1 Service Desk,2025-03-07 00:37:00,48,18.81,On-Time,3.0,USA,37.09,-95.71,12,0,0,29.19,3.6923076923076925,0.608125,0.5,0.564875,Standard
TIC-5650,Closed,High,Email,Bug Report,Software,Network Ops,2025-05-12 18:33:00,8,5.45,On-Time,2.0,Brazil,-14.23,-51.92,10,0,0,2.55,0.7272727272727273,0.31875,0.25,0.29125,Low Efficiency
TIC-5651,Closed,Critical,Email,License Request,Software,L2 Technical Support,2025-11-06 17:35:00,4,3.7,On-Time,3.0,Brazil,-14.23,-51.92,4,0,0,0.2999999999999998,0.8,0.07499999999999996,0.5,0.245,Low Efficiency
TIC-5652,Closed,Low,Chat,Keyboard/Mouse,Hardware,L2 Technical Support,2025-07-17 15:39:00,48,28.93,On-Time,1.0,UK,55.37,-3.43,4,0,0,19.07,9.6,0.3972916666666667,0.0,0.238375,Low Efficiency
TIC-5653,Closed,Medium,Phone,License Request,Software,Security Admin,2025-08-28 18:40:00,24,18.8,On-Time,2.0,Germany,51.16,10.45,4,0,0,5.199999999999999,4.8,0.21666666666666667,0.25,0.23,Low Efficiency
TIC-5654,Resolved,Low,Email,Bug Report,Software,L2 Technical Support,2025-01-26 06:41:00,48,24.29,On-Time,3.022642390289449,UK,55.37,-3.43,9,0,1,23.71,4.8,0.4939583333333334,0.5056605975723623,0.4986392390289449,Standard
TIC-5655,Closed,High,Phone,Keyboard/Mouse,Hardware,Security Admin,2025-08-08 03:24:00,8,6.79,On-Time,4.0,Brazil,-14.23,-51.92,5,0,0,1.21,1.3333333333333333,0.15125,0.75,0.39075000000000004,Low Efficiency
TIC-5656,Closed,Low,Portal,Printer,Hardware,Infrastructure,2025-02-20 06:37:00,48,42.69,On-Time,3.0,UK,55.37,-3.43,7,0,0,5.310000000000002,6.0,0.11062500000000008,0.5,0.26637500000000003,Low Efficiency
TIC-5657,Closed,High,Phone,License Request,Software,Security Admin,2025-05-14 11:00:00,8,6.08,On-Time,4.0,USA,37.09,-95.71,11,0,0,1.92,0.6666666666666666,0.24,0.75,0.44400000000000006,Standard
TIC-5658,Closed,Low,Phone,Login Issue,Software,Network Ops,2025-03-23 05:29:00,48,23.23,On-Time,4.0,UK,55.37,-3.43,10,0,0,24.77,4.363636363636363,0.5160416666666667,0.75,0.6096250000000001,Standard
TIC-5659,Closed,Low,Email,VPN Drop,Network,Infrastructure,2025-01-20 03:01:00,48,26.82,On-Time,4.0,Germany,51.16,10.45,1,0,0,21.18,24.0,0.44125000000000003,0.75,0.5647500000000001,Standard
TIC-5660,Closed,Low,Portal,License Request,Software,Infrastructure,2025-05-29 14:39:00,48,46.22,On-Time,3.0,India,20.59,78.96,4,0,0,1.7800000000000011,9.6,0.03708333333333336,0.5,0.22225000000000003,Low Efficiency
TIC-5661,Open,Low,Email,Port Request,Network,L1 Service Desk,2025-07-01 09:52:00,48,,Pending,3.022642390289449,USA,37.09,-95.71,3,1,1,,12.0,,0.5056605975723623,,Pending
TIC-5662,Closed,Medium,Chat,Monitor Issue,Hardware,Security Admin,2025-10-05 01:51:00,24,37.91,Breached,1.0,Brazil,-14.23,-51.92,2,0,0,-13.909999999999997,8.0,-0.5795833333333331,0.0,0.0,Low Efficiency
TIC-5663,Closed,High,Chat,Suspicious Email,Security,Network Ops,2025-04-04 13:36:00,8,8.39,Breached,2.0,India,20.59,78.96,8,0,0,-0.39000000000000057,0.8888888888888888,-0.04875000000000007,0.25,0.07074999999999997,Low Efficiency
TIC-5664,Closed,Low,Phone,Laptop Repair,Hardware,Security Admin,2025-06-22 12:33:00,48,33.16,On-Time,2.0,Brazil,-14.23,-51.92,2,0,0,14.840000000000003,16.0,0.3091666666666667,0.25,0.28550000000000003,Low Efficiency
TIC-5665,Open,High,Chat,Monitor Issue,Hardware,Network Ops,2025-04-19 10:52:00,8,,Pending,3.022642390289449,India,20.59,78.96,5,1,1,,1.3333333333333333,,0.5056605975723623,,Pending
TIC-5666,Closed,Medium,Phone,Laptop Repair,Hardware,Security Admin,2025-04-07 21:59:00,24,31.87,Breached,4.0,USA,37.09,-95.71,7,0,0,-7.870000000000001,3.0,-0.32791666666666663,0.75,0.10325000000000006,Low Efficiency
TIC-5667,Closed,Low,Chat,Port Request,Network,L2 Technical Support,2025-11-20 21:20:00,48,67.39,Breached,1.0,UK,55.37,-3.43,4,0,0,-19.39,9.6,-0.4039583333333334,0.0,0.0,Low Efficiency
TIC-5668,Open,Medium,Portal,Port Request,Network,Network Ops,2025-11-19 07:49:00,24,,Pending,3.022642390289449,USA,37.09,-95.71,3,1,1,,6.0,,0.5056605975723623,,Pending
TIC-5669,Closed,Low,Email,Suspicious Email,Security,L1 Service Desk,2025-10-23 06:30:00,48,36.47,On-Time,5.0,UK,55.37,-3.43,8,0,0,11.530000000000001,5.333333333333333,0.24020833333333336,1.0,0.544125,Standard
TIC-5670,Closed,High,Portal,Login Issue,Software,Network Ops,2025-11-25 20:06:00,8,3.17,On-Time,4.0,UK,55.37,-3.43,5,0,0,4.83,1.3333333333333333,0.60375,0.75,0.66225,Standard
TIC-5671,Open,Medium,Portal,Keyboard/Mouse,Hardware,L1 Service Desk,2025-12-18 05:58:00,24,,Pending,3.022642390289449,India,20.59,78.96,7,1,1,,3.0,,0.5056605975723623,,Pending
TIC-5672,Closed,Low,Email,Login Issue,Software,Network Ops,2025-01-01 21:12:00,48,2.29,On-Time,5.0,Brazil,-14.23,-51.92,5,0,0,45.71,8.0,0.9522916666666666,1.0,0.971375,High Performer
TIC-5673,Closed,Low,Phone,Access Revoked,Security,Security Admin,2025-09-03 18:20:00,48,36.3,On-Time,5.0,Germany,51.16,10.45,6,0,0,11.700000000000003,6.857142857142857,0.24375000000000002,1.0,0.54625,Standard
TIC-5674,Closed,Medium,Phone,VPN Drop,Network,L1 Service Desk,2025-03-09 06:38:00,24,22.36,On-Time,5.0,USA,37.09,-95.71,6,0,0,1.6400000000000006,3.4285714285714284,0.06833333333333336,1.0,0.44100000000000006,Standard
TIC-5675,Closed,Critical,Phone,MFA Reset,Security,L1 Service Desk,2025-11-26 11:42:00,4,2.59,On-Time,3.0,USA,37.09,-95.71,1,0,0,1.4100000000000001,2.0,0.35250000000000004,0.5,0.41150000000000003,Standard
TIC-5676,Closed,Critical,Email,Wi-Fi Access,Network,Network Ops,2025-01-28 05:55:00,4,4.72,Breached,2.0,USA,37.09,-95.71,2,0,0,-0.7199999999999998,1.3333333333333333,-0.17999999999999994,0.25,0.0,Low Efficiency
TIC-5677,Closed,Medium,Chat,Keyboard/Mouse,Hardware,Network Ops,2025-08-06 16:19:00,24,24.82,Breached,2.0,USA,37.09,-95.71,5,0,0,-0.8200000000000003,4.0,-0.03416666666666668,0.25,0.0795,Low Efficiency
TIC-5678,Closed,Medium,Portal,Slow Internet,Network,L2 Technical Support,2025-02-18 13:02:00,24,30.26,Breached,4.0,India,20.59,78.96,7,0,0,-6.260000000000002,3.0,-0.2608333333333335,0.75,0.14349999999999996,Low Efficiency
TIC-5679,Closed,Medium,Email,Slow Internet,Network,Network Ops,2025-09-27 23:19:00,24,36.63,Breached,3.0,Germany,51.16,10.45,4,0,0,-12.630000000000003,4.8,-0.5262500000000001,0.5,0.0,Low Efficiency
TIC-5680,Closed,Medium,Portal,License Request,Software,L1 Service Desk,2025-05-23 09:59:00,24,14.34,On-Time,2.0,Germany,51.16,10.45,9,0,0,9.66,2.4,0.40249999999999997,0.25,0.34149999999999997,Low Efficiency
TIC-5681,Closed,Critical,Chat,Suspicious Email,Security,Infrastructure,2025-11-24 13:32:00,4,4.31,Breached,4.0,UK,55.37,-3.43,5,0,0,-0.3099999999999996,0.6666666666666666,-0.0774999999999999,0.75,0.2535000000000001,Low Efficiency
TIC-5682,Closed,Medium,Chat,Printer,Hardware,Infrastructure,2025-01-13 16:44:00,24,24.45,Breached,2.0,India,20.59,78.96,3,0,0,-0.4499999999999993,6.0,-0.018750000000000044,0.25,0.08874999999999998,Low Efficiency
TIC-5683,Closed,Medium,Email,VPN Drop,Network,Infrastructure,2025-04-23 20:54:00,24,36.18,Breached,4.0,India,20.59,78.96,3,0,0,-12.18,6.0,-0.5075000000000001,0.75,0.0,Low Efficiency
TIC-5684,Closed,Low,Portal,Bug Report,Software,L1 Service Desk,2025-06-12 14:31:00,48,22.68,On-Time,1.0,India,20.59,78.96,7,0,0,25.32,6.0,0.5275000000000001,0.0,0.31650000000000006,Low Efficiency
TIC-5685,Closed,Low,Phone,Suspicious Email,Security,Infrastructure,2025-01-04 03:58:00,48,7.06,On-Time,3.0,USA,37.09,-95.71,7,0,0,40.94,6.0,0.8529166666666667,0.5,0.7117499999999999,Standard
TIC-5686,Closed,High,Email,Keyboard/Mouse,Hardware,Network Ops,2025-05-04 17:51:00,8,14.23,Breached,5.0,Germany,51.16,10.45,7,0,0,-6.23,1.0,-0.77875,1.0,0.0,Low Efficiency
TIC-5687,Closed,High,Chat,Laptop Repair,Hardware,Security Admin,2025-05-04 19:55:00,8,13.5,Breached,1.0,Brazil,-14.23,-51.92,8,0,0,-5.5,0.8888888888888888,-0.6875,0.0,0.0,Low Efficiency
TIC-5688,Closed,High,Chat,Port Request,Network,Network Ops,2025-09-30 16:14:00,8,9.61,Breached,4.0,UK,55.37,-3.43,2,0,0,-1.6099999999999994,2.6666666666666665,-0.20124999999999993,0.75,0.17925000000000008,Low Efficiency
TIC-5689,Closed,Medium,Email,Printer,Hardware,Security Admin,2025-10-28 00:03:00,24,23.24,On-Time,3.0,Brazil,-14.23,-51.92,1,0,0,0.7600000000000016,12.0,0.03166666666666673,0.5,0.21900000000000006,Low Efficiency
TIC-5690,Closed,Medium,Phone,Monitor Issue,Hardware,L1 Service Desk,2025-12-23 20:08:00,24,17.52,On-Time,1.0,Brazil,-14.23,-51.92,5,0,0,6.48,4.0,0.27,0.0,0.162,Low Efficiency
TIC-5691,Closed,High,Phone,VPN Drop,Network,L1 Service Desk,2025-05-07 05:44:00,8,11.68,Breached,1.0,UK,55.37,-3.43,1,0,0,-3.6799999999999997,4.0,-0.45999999999999996,0.0,0.0,Low Efficiency
TIC-5692,Open,Critical,Phone,Bug Report,Software,Infrastructure,2025-07-31 06:41:00,4,,Pending,3.022642390289449,India,20.59,78.96,3,1,1,,1.0,,0.5056605975723623,,Pending
TIC-5693,Open,Medium,Phone,Monitor Issue,Hardware,Security Admin,2025-11-30 10:03:00,24,,Pending,3.022642390289449,Brazil,-14.23,-51.92,5,1,1,,4.0,,0.5056605975723623,,Pending
TIC-5694,Resolved,High,Phone,Suspicious Email,Security,L2 Technical Support,2025-08-18 03:06:00,8,5.68,On-Time,3.022642390289449,UK,55.37,-3.43,4,0,1,2.3200000000000003,1.6,0.29000000000000004,0.5056605975723623,0.3762642390289449,Low Efficiency
TIC-5695,Resolved,Medium,Chat,Monitor Issue,Hardware,Security Admin,2025-04-03 16:59:00,24,19.55,On-Time,3.022642390289449,USA,37.09,-95.71,8,0,1,4.449999999999999,2.6666666666666665,0.18541666666666667,0.5056605975723623,0.31351423902894493,Low Efficiency
TIC-5696,Closed,Critical,Phone,Monitor Issue,Hardware,Network Ops,2025-12-10 02:24:00,4,5.62,Breached,1.0,USA,37.09,-95.71,4,0,0,-1.62,0.8,-0.405,0.0,0.0,Low Efficiency
TIC-5697,Open,Low,Chat,License Request,Software,L1 Service Desk,2025-05-25 02:10:00,48,,Pending,3.022642390289449,India,20.59,78.96,3,1,1,,12.0,,0.5056605975723623,,Pending
TIC-5698,Closed,Medium,Email,Monitor Issue,Hardware,Network Ops,2025-02-10 03:51:00,24,31.28,Breached,5.0,India,20.59,78.96,5,0,0,-7.280000000000001,4.0,-0.30333333333333345,1.0,0.21799999999999994,Low Efficiency
TIC-5699,Closed,High,Email,Access Revoked,Security,L1 Service Desk,2025-05-02 20:10:00,8,7.03,On-Time,5.0,Germany,51.16,10.45,2,0,0,0.9699999999999998,2.6666666666666665,0.12124999999999997,1.0,0.47275,Standard
TIC-5700,Open,Low,Chat,Slow Internet,Network,Network Ops,2025-07-03 04:10:00,48,,Pending,3.022642390289449,Germany,51.16,10.45,4,1,1,,9.6,,0.5056605975723623,,Pending
TIC-5701,Closed,Medium,Email,Keyboard/Mouse,Hardware,L1 Service Desk,2025-07-20 23:56:00,24,33.05,Breached,3.0,Brazil,-14.23,-51.92,1,0,0,-9.049999999999997,12.0,-0.3770833333333332,0.5,0.0,Low Efficiency
TIC-5702,Closed,Medium,Phone,Wi-Fi Access,Network,L1 Service Desk,2025-11-04 22:22:00,24,20.61,On-Time,1.0,UK,55.37,-3.43,1,0,0,3.3900000000000006,12.0,0.14125,0.0,0.08474999999999999,Low Efficiency
TIC-5703,Closed,High,Phone,License Request,Software,L2 Technical Support,2025-09-03 02:56:00,8,8.5,Breached,2.0,India,20.59,78.96,10,0,0,-0.5,0.7272727272727273,-0.0625,0.25,0.0625,Low Efficiency
TIC-5704,Closed,Medium,Portal,Keyboard/Mouse,Hardware,L1 Service Desk,2025-12-25 13:04:00,24,42.63,Breached,3.0,India,20.59,78.96,1,0,0,-18.630000000000003,12.0,-0.7762500000000001,0.5,0.0,Low Efficiency
TIC-5705,Closed,High,Portal,Laptop Repair,Hardware,Security Admin,2025-05-08 12:14:00,8,9.36,Breached,5.0,Brazil,-14.23,-51.92,4,0,0,-1.3599999999999994,1.6,-0.16999999999999993,1.0,0.29800000000000004,Low Efficiency
TIC-5706,Closed,Medium,Phone,Printer,Hardware,Network Ops,2025-05-25 02:45:00,24,15.19,On-Time,1.0,Germany,51.16,10.45,1,0,0,8.81,12.0,0.3670833333333333,0.0,0.22024999999999997,Low Efficiency
TIC-5707,Closed,Medium,Chat,Password Reset,Security,Infrastructure,2025-02-06 14:23:00,24,16.7,On-Time,4.0,Brazil,-14.23,-51.92,1,0,0,7.300000000000001,12.0,0.3041666666666667,0.75,0.48250000000000004,Standard
TIC-5708,Closed,Medium,Phone,Login Issue,Software,L1 Service Desk,2025-05-13 03:40:00,24,8.61,On-Time,3.0,Germany,51.16,10.45,3,0,0,15.39,6.0,0.6412500000000001,0.5,0.5847500000000001,Standard
TIC-5709,Closed,Medium,Email,Password Reset,Security,L2 Technical Support,2025-06-02 19:34:00,24,21.85,On-Time,5.0,Brazil,-14.23,-51.92,1,0,0,2.1499999999999986,12.0,0.08958333333333324,1.0,0.45375,Standard
TIC-5710,Closed,Medium,Portal,Update Failure,Software,L1 Service Desk,2025-12-30 00:06:00,24,19.5,On-Time,3.0,India,20.59,78.96,11,0,0,4.5,2.0,0.1875,0.5,0.3125,Low Efficiency
TIC-5711,Closed,High,Chat,VPN Drop,Network,L1 Service Desk,2025-06-10 16:44:00,8,7.03,On-Time,2.0,Germany,51.16,10.45,7,0,0,0.9699999999999998,1.0,0.12124999999999997,0.25,0.17275,Low Efficiency
TIC-5712,Closed,High,Portal,Port Request,Network,Network Ops,2025-09-18 19:34:00,8,6.1,On-Time,1.0,UK,55.37,-3.43,3,0,0,1.9000000000000004,2.0,0.23750000000000004,0.0,0.14250000000000002,Low Efficiency
TIC-5713,Closed,Medium,Email,Port Request,Network,Infrastructure,2025-04-30 18:10:00,24,24.72,Breached,3.0,India,20.59,78.96,1,0,0,-0.7199999999999989,12.0,-0.030000000000000027,0.5,0.182,Low Efficiency
TIC-5714,Closed,High,Chat,Password Reset,Security,Infrastructure,2025-01-04 15:29:00,8,6.29,On-Time,4.0,Brazil,-14.23,-51.92,5,0,0,1.71,1.3333333333333333,0.21375,0.75,0.42825,Standard
TIC-5715,Closed,Medium,Email,Access Revoked,Security,Infrastructure,2025-01-04 21:46:00,24,22.15,On-Time,3.0,India,20.59,78.96,8,0,0,1.8500000000000014,2.6666666666666665,0.07708333333333339,0.5,0.24625000000000005,Low Efficiency
TIC-5716,Closed,Medium,Email,Access Revoked,Security,Network Ops,2025-03-07 09:40:00,24,18.49,On-Time,4.0,USA,37.09,-95.71,7,0,0,5.510000000000002,3.0,0.22958333333333336,0.75,0.4377500000000001,Standard
TIC-5717,Closed,Medium,Email,Update Failure,Software,Network Ops,2025-04-20 22:01:00,24,1.14,On-Time,4.0,UK,55.37,-3.43,12,0,0,22.86,1.8461538461538463,0.9525,0.75,0.8715,High Performer
TIC-5718,Closed,Medium,Portal,Keyboard/Mouse,Hardware,L2 Technical Support,2025-04-10 06:56:00,24,40.81,Breached,2.0,USA,37.09,-95.71,3,0,0,-16.810000000000002,6.0,-0.7004166666666667,0.25,0.0,Low Efficiency
TIC-5719,Closed,Low,Chat,Slow Internet,Network,Security Admin,2025-10-08 06:00:00,48,27.88,On-Time,1.0,Germany,51.16,10.45,5,0,0,20.12,8.0,0.4191666666666667,0.0,0.2515,Low Efficiency
TIC-5720,Resolved,High,Phone,Access Revoked,Security,Network Ops,2025-05-15 04:39:00,8,1.04,On-Time,3.022642390289449,UK,55.37,-3.43,5,0,1,6.96,1.3333333333333333,0.87,0.5056605975723623,0.7242642390289449,Standard
TIC-5721,Closed,Critical,Phone,Port Request,Network,Security Admin,2025-02-05 13:16:00,4,6.62,Breached,2.0,India,20.59,78.96,7,0,0,-2.62,0.5,-0.655,0.25,0.0,Low Efficiency
