Ticket_ID,Status,Priority,Source,Topic,Category,Agent_Group,Created_time,Expected_SLA_resolve,Resolution_Duration,SLA_Status,Survey_Results,Country,Latitude,Longitude,Agent_interactions
TIC-5372,Resolved,Medium,Chat,Update Failure,Software,Infrastructure,01-09-2025 14:14,24,5.26,On-Time,,USA,37.09,-95.71,8
TIC-5373,Closed,Medium,Portal,Bug Report,Software,Network Ops,04-12-2025 10:21,24,18.39,On-Time,5,USA,37.09,-95.71,7
TIC-5374,Closed,Low,Chat,Laptop Repair,Hardware,L2 Technical Support,03-05-2025 21:45,48,50.11,Breached,5,Brazil,-14.23,-51.92,8
TIC-5375,Closed,High,Portal,Login Issue,Software,Infrastructure,02-05-2025 04:20,8,6.01,On-Time,2,Brazil,-14.23,-51.92,3
TIC-5376,Open,Medium,Email,Slow Internet,Network,L2 Technical Support,06-02-2025 23:51,24,,Pending,,India,20.59,78.96,7
TIC-5377,Open,High,Phone,Keyboard/Mouse,Hardware,Infrastructure,30-10-2025 02:33,8,,Pending,,USA,37.09,-95.71,3
TIC-5378,Closed,High,Chat,Slow Internet,Network,Infrastructure,04-05-2025 15:09,8,10.98,Breached,1,UK,55.37,-3.43,2
TIC-5379,Resolved,Medium,Phone,Keyboard/Mouse,Hardware,L1 Service Desk,09-07-2025 05:35,24,25.32,Breached,,USA,37.09,-95.71,7
TIC-5380,Closed,High,Phone,Password Reset,Security,Infrastructure,15-06-2025 11:58,8,4.38,On-Time,5,USA,37.09,-95.71,2
TIC-5381,Closed,Low,Chat,Bug Report,Software,L1 Service Desk,19-08-2025 01:49,48,12.65,On-Time,5,UK,55.37,-3.43,5
TIC-5382,Closed,Medium,Chat,Printer,Hardware,Network Ops,12-09-2025 04:33,24,18.4,On-Time,5,India,20.59,78.96,4
TIC-5383,Closed,Low,Portal,Laptop Repair,Hardware,L1 Service Desk,08-08-2025 19:42,48,39.86,On-Time,3,Brazil,-14.23,-51.92,2
TIC-5384,Resolved,Medium,Phone,VPN Drop,Network,L1 Service Desk,22-01-2025 18:24,24,15.24,On-Time,,UK,55.37,-3.43,7
TIC-5385,Closed,Critical,Phone,MFA Reset,Security,Infrastructure,18-03-2025 19:09,4,3.89,On-Time,3,Germany,51.16,10.45,5
TIC-5386,Closed,High,Phone,Wi-Fi Access,Network,Network Ops,09-09-2025 12:05,8,6.04,On-Time,5,India,20.59,78.96,2
TIC-5387,Closed,Medium,Phone,Keyboard/Mouse,Hardware,Network Ops,19-07-2025 21:30,24,30.81,Breached,3,India,20.59,78.96,4
TIC-5388,Closed,Low,Portal,Wi-Fi Access,Network,Infrastructure,19-06-2025 02:27,48,45.03,On-Time,4,UK,55.37,-3.43,6
TIC-5389,Closed,High,Email,Password Reset,Security,Network Ops,02-03-2025 02:13,8,1.08,On-Time,4,India,20.59,78.96,2
TIC-5390,Closed,Low,Portal,Keyboard/Mouse,Hardware,Infrastructure,14-07-2025 12:15,48,39.55,On-Time,2,Germany,51.16,10.45,3
TIC-5391,Closed,Critical,Phone,Access Revoked,Security,L2 Technical Support,10-01-2025 02:41,4,1.56,On-Time,5,UK,55.37,-3.43,4
TIC-5392,Closed,Medium,Email,Wi-Fi Access,Network,L1 Service Desk,17-11-2025 04:43,24,33.88,Breached,1,UK,55.37,-3.43,3
TIC-5393,Closed,Medium,Chat,Keyboard/Mouse,Hardware,Network Ops,22-08-2025 06:49,24,31.73,Breached,5,UK,55.37,-3.43,3
TIC-5394,Closed,Medium,Email,Login Issue,Software,L1 Service Desk,09-01-2025 04:39,24,8.34,On-Time,5,India,20.59,78.96,5
TIC-5395,Closed,Low,Chat,Suspicious Email,Security,L2 Technical Support,02-02-2025 07:14,48,24.65,On-Time,5,UK,55.37,-3.43,7
TIC-5396,Closed,Medium,Email,Port Request,Network,Network Ops,30-07-2025 19:36,24,17.32,On-Time,5,India,20.59,78.96,4
TIC-5397,Closed,Medium,Phone,Bug Report,Software,L1 Service Desk,23-10-2025 21:24,24,25.72,Breached,2,Brazil,-14.23,-51.92,6
TIC-5398,Resolved,Medium,Phone,MFA Reset,Security,Security Admin,22-04-2025 23:18,24,3.22,On-Time,,India,20.59,78.96,7
TIC-5399,Closed,Medium,Email,Suspicious Email,Security,Network Ops,29-04-2025 16:31,24,8.19,On-Time,4,Germany,51.16,10.45,6
TIC-5400,Closed,High,Email,Login Issue,Software,Infrastructure,14-04-2025 03:30,8,2.87,On-Time,5,Brazil,-14.23,-51.92,4
TIC-5401,Closed,Critical,Portal,Login Issue,Software,Security Admin,20-04-2025 09:28,4,4,On-Time,4,USA,37.09,-95.71,10
TIC-5402,Closed,Medium,Chat,Printer,Hardware,Network Ops,04-02-2025 06:02,24,42.98,Breached,2,Brazil,-14.23,-51.92,5
TIC-5403,Closed,Critical,Portal,VPN Drop,Network,L2 Technical Support,27-11-2025 16:12,4,6.18,Breached,3,USA,37.09,-95.71,3
TIC-5404,Closed,Low,Email,Wi-Fi Access,Network,Network Ops,07-02-2025 18:36,48,26.69,On-Time,4,USA,37.09,-95.71,5
TIC-5405,Closed,High,Phone,Slow Internet,Network,L1 Service Desk,01-08-2025 19:50,8,4.84,On-Time,1,UK,55.37,-3.43,2
TIC-5406,Open,Low,Chat,Password Reset,Security,Security Admin,28-09-2025 15:58,48,,Pending,,USA,37.09,-95.71,1
TIC-5407,Closed,High,Chat,Bug Report,Software,L2 Technical Support,18-11-2025 00:01,8,0.39,On-Time,5,UK,55.37,-3.43,11
TIC-5408,Open,High,Email,Laptop Repair,Hardware,Network Ops,28-12-2025 05:55,8,,Pending,,USA,37.09,-95.71,7
TIC-5409,Closed,High,Chat,Suspicious Email,Security,Infrastructure,02-08-2025 12:10,8,4.88,On-Time,4,USA,37.09,-95.71,4
TIC-5410,Closed,Low,Portal,VPN Drop,Network,Infrastructure,23-08-2025 14:31,48,63.69,Breached,2,UK,55.37,-3.43,8
TIC-5411,Closed,Low,Phone,Keyboard/Mouse,Hardware,L2 Technical Support,01-05-2025 19:55,48,82.06,Breached,3,UK,55.37,-3.43,7
TIC-5412,Closed,Medium,Phone,Printer,Hardware,L2 Technical Support,26-02-2025 08:29,24,41.76,Breached,4,UK,55.37,-3.43,4
TIC-5413,Closed,Low,Chat,Laptop Repair,Hardware,L1 Service Desk,29-03-2025 05:40,48,78.04,Breached,4,India,20.59,78.96,7
TIC-5414,Resolved,Medium,Portal,Slow Internet,Network,L2 Technical Support,09-06-2025 15:56,24,34.31,Breached,,UK,55.37,-3.43,5
TIC-5415,Closed,Low,Chat,License Request,Software,Network Ops,29-08-2025 02:22,48,44.8,On-Time,5,USA,37.09,-95.71,8
TIC-5416,Closed,Medium,Chat,Port Request,Network,Network Ops,13-12-2025 06:02,24,30.83,Breached,2,India,20.59,78.96,1
TIC-5417,Closed,Medium,Chat,Laptop Repair,Hardware,L2 Technical Support,21-12-2025 10:52,24,23.8,On-Time,2,Brazil,-14.23,-51.92,5
TIC-5418,Closed,High,Chat,Keyboard/Mouse,Hardware,Infrastructure,27-01-2025 15:20,8,12.37,Breached,2,India,20.59,78.96,7
TIC-5419,Closed,Critical,Phone,Laptop Repair,Hardware,L2 Technical Support,30-04-2025 17:45,4,5.15,Breached,4,USA,37.09,-95.71,3
TIC-5420,Closed,Medium,Email,Access Revoked,Security,L1 Service Desk,01-08-2025 04:27,24,7.55,On-Time,3,Germany,51.16,10.45,2
TIC-5421,Closed,High,Portal,Password Reset,Security,L1 Service Desk,11-12-2025 03:58,8,6.99,On-Time,5,India,20.59,78.96,5
TIC-5422,Closed,Medium,Portal,Port Request,Network,L2 Technical Support,18-07-2025 00:53,24,18.88,On-Time,1,USA,37.09,-95.71,8
TIC-5423,Open,Low,Email,Update Failure,Software,Infrastructure,27-06-2025 16:47,48,,Pending,,UK,55.37,-3.43,3
TIC-5424,Open,High,Phone,Suspicious Email,Security,L1 Service Desk,04-05-2025 04:08,8,,Pending,,Brazil,-14.23,-51.92,3
TIC-5425,Closed,Low,Phone,Port Request,Network,Network Ops,30-03-2025 22:47,48,77.94,Breached,3,Brazil,-14.23,-51.92,2
TIC-5426,Closed,Medium,Email,VPN Drop,Network,Security Admin,14-11-2025 03:49,24,28.72,Breached,4,Germany,51.16,10.45,3
TIC-5427,Resolved,Low,Portal,MFA Reset,Security,L2 Technical Support,11-01-2025 14:11,48,20.01,On-Time,,Germany,51.16,10.45,3
TIC-5428,Closed,Medium,Chat,Bug Report,Software,Network Ops,30-08-2025 23:57,24,8.36,On-Time,1,Brazil,-14.23,-51.92,4
TIC-5429,Closed,High,Chat,Bug Report,Software,L1 Service Desk,23-08-2025 01:13,8,5.77,On-Time,3,Brazil,-14.23,-51.92,5
TIC-5430,Closed,Low,Chat,Update Failure,Software,Infrastructure,11-07-2025 16:12,48,1.42,On-Time,1,India,20.59,78.96,6
TIC-5431,Closed,Low,Email,Printer,Hardware,Network Ops,07-10-2025 05:04,48,80.05,Breached,4,India,20.59,78.96,1
TIC-5432,Closed,Low,Chat,License Request,Software,L1 Service Desk,13-11-2025 20:47,48,35.27,On-Time,5,India,20.59,78.96,3
TIC-5433,Closed,Medium,Chat,Suspicious Email,Security,Security Admin,04-01-2025 16:20,24,1.28,On-Time,2,Germany,51.16,10.45,2
TIC-5434,Closed,Medium,Chat,MFA Reset,Security,Infrastructure,24-08-2025 05:50,24,14.93,On-Time,2,India,20.59,78.96,7
TIC-5435,Closed,Medium,Portal,Port Request,Network,Infrastructure,20-04-2025 16:25,24,41.2,Breached,4,India,20.59,78.96,5
TIC-5436,Closed,High,Phone,Update Failure,Software,Infrastructure,04-12-2025 02:36,8,2.11,On-Time,3,India,20.59,78.96,7
TIC-5437,Closed,Medium,Email,License Request,Software,L1 Service Desk,07-12-2025 19:26,24,5.48,On-Time,4,Germany,51.16,10.45,3
TIC-5438,Closed,Medium,Portal,Suspicious Email,Security,L1 Service Desk,11-11-2025 23:36,24,20.47,On-Time,3,India,20.59,78.96,5
TIC-5439,Closed,Medium,Email,Monitor Issue,Hardware,Infrastructure,02-07-2025 12:45,24,29.25,Breached,1,Germany,51.16,10.45,4
TIC-5440,Closed,High,Email,Wi-Fi Access,Network,L1 Service Desk,01-08-2025 22:14,8,11.16,Breached,5,India,20.59,78.96,3
TIC-5441,Closed,Medium,Email,Wi-Fi Access,Network,Network Ops,20-12-2025 06:19,24,33.97,Breached,5,Brazil,-14.23,-51.92,4
TIC-5442,Closed,Critical,Chat,Printer,Hardware,Infrastructure,16-10-2025 07:00,4,2.65,On-Time,1,India,20.59,78.96,8
TIC-5443,Closed,Medium,Phone,MFA Reset,Security,L1 Service Desk,25-05-2025 06:30,24,19.59,On-Time,4,India,20.59,78.96,8
TIC-5444,Closed,Medium,Chat,Printer,Hardware,Infrastructure,27-11-2025 16:17,24,40.59,Breached,1,Germany,51.16,10.45,4
TIC-5445,Closed,Medium,Email,Wi-Fi Access,Network,Network Ops,11-09-2025 20:51,24,14.15,On-Time,1,India,20.59,78.96,1
TIC-5446,Closed,Critical,Chat,Monitor Issue,Hardware,L1 Service Desk,31-10-2025 10:54,4,3.47,On-Time,3,Brazil,-14.23,-51.92,8
TIC-5447,Closed,Medium,Chat,License Request,Software,Infrastructure,24-11-2025 19:16,24,12.22,On-Time,5,India,20.59,78.96,4
TIC-5448,Closed,Critical,Email,Update Failure,Software,L1 Service Desk,21-12-2025 16:13,4,2.65,On-Time,1,UK,55.37,-3.43,7
TIC-5449,Closed,High,Chat,Laptop Repair,Hardware,Network Ops,26-08-2025 09:29,8,4.6,On-Time,4,India,20.59,78.96,1
TIC-5450,Resolved,Medium,Phone,Slow Internet,Network,L2 Technical Support,11-02-2025 17:38,24,29.44,Breached,,India,20.59,78.96,4
TIC-5451,Closed,High,Chat,Bug Report,Software,L2 Technical Support,24-09-2025 05:09,8,2.38,On-Time,3,USA,37.09,-95.71,10
TIC-5452,Resolved,Medium,Email,Monitor Issue,Hardware,L2 Technical Support,05-03-2025 12:48,24,40.84,Breached,,UK,55.37,-3.43,8
TIC-5453,Closed,Critical,Email,License Request,Software,L1 Service Desk,09-04-2025 05:44,4,4.28,Breached,3,UK,55.37,-3.43,5
TIC-5454,Closed,Low,Chat,Suspicious Email,Security,L1 Service Desk,16-05-2025 01:40,48,28.21,On-Time,4,USA,37.09,-95.71,3
TIC-5455,Closed,Low,Portal,Login Issue,Software,Security Admin,07-10-2025 17:27,48,7.05,On-Time,3,Germany,51.16,10.45,3
TIC-5456,Closed,High,Portal,Printer,Hardware,Infrastructure,04-07-2025 16:13,8,12.82,Breached,3,UK,55.37,-3.43,3
TIC-5457,Closed,Low,Chat,Suspicious Email,Security,L2 Technical Support,13-01-2025 23:10,48,35.15,On-Time,5,UK,55.37,-3.43,3
TIC-5458,Open,Low,Portal,Bug Report,Software,L1 Service Desk,15-11-2025 13:54,48,,Pending,,India,20.59,78.96,4
TIC-5459,Closed,Medium,Email,Slow Internet,Network,L2 Technical Support,24-09-2025 19:58,24,26.2,Breached,1,USA,37.09,-95.71,2
TIC-5460,Closed,High,Chat,Keyboard/Mouse,Hardware,L2 Technical Support,20-09-2025 17:20,8,5.13,On-Time,1,Germany,51.16,10.45,6
TIC-5461,Closed,Medium,Email,Monitor Issue,Hardware,L2 Technical Support,17-01-2025 21:44,24,12.62,On-Time,2,India,20.59,78.96,3
TIC-5462,Closed,Low,Portal,Monitor Issue,Hardware,L2 Technical Support,07-11-2025 13:35,48,72.31,Breached,2,India,20.59,78.96,1
TIC-5463,Closed,High,Portal,Access Revoked,Security,Security Admin,18-07-2025 03:59,8,3.52,On-Time,4,UK,55.37,-3.43,6
TIC-5464,Open,Low,Chat,Port Request,Network,L1 Service Desk,08-06-2025 11:11,48,,Pending,,Germany,51.16,10.45,8
TIC-5465,Open,Medium,Email,License Request,Software,L1 Service Desk,26-10-2025 02:18,24,,Pending,,India,20.59,78.96,7
TIC-5466,Closed,Medium,Phone,Slow Internet,Network,Network Ops,16-11-2025 00:32,24,32.23,Breached,3,USA,37.09,-95.71,7
TIC-5467,Closed,Critical,Phone,Update Failure,Software,L1 Service Desk,04-03-2025 02:00,4,2.45,On-Time,4,Germany,51.16,10.45,9
TIC-5468,Closed,High,Phone,Monitor Issue,Hardware,Network Ops,01-10-2025 09:33,8,5.23,On-Time,1,UK,55.37,-3.43,2
TIC-5469,Open,Critical,Chat,VPN Drop,Network,Infrastructure,05-07-2025 03:50,4,,Pending,,Germany,51.16,10.45,6
TIC-5470,Closed,Low,Email,VPN Drop,Network,Infrastructure,02-02-2025 03:45,48,60.68,Breached,5,UK,55.37,-3.43,4
TIC-5471,Closed,Low,Phone,Wi-Fi Access,Network,Infrastructure,23-11-2025 20:56,48,53.72,Breached,2,Brazil,-14.23,-51.92,4
TIC-5472,Closed,Medium,Phone,Update Failure,Software,Security Admin,01-07-2025 16:53,24,14.64,On-Time,1,USA,37.09,-95.71,3
TIC-5473,Resolved,Medium,Portal,VPN Drop,Network,L2 Technical Support,31-08-2025 15:41,24,33.13,Breached,,India,20.59,78.96,1
TIC-5474,Closed,Medium,Chat,Monitor Issue,Hardware,L1 Service Desk,19-09-2025 09:28,24,30.99,Breached,4,Brazil,-14.23,-51.92,5
TIC-5475,Closed,Low,Email,Suspicious Email,Security,Security Admin,25-12-2025 03:49,48,30.81,On-Time,1,UK,55.37,-3.43,2
TIC-5476,Closed,Low,Email,Monitor Issue,Hardware,L2 Technical Support,31-01-2025 11:52,48,24.59,On-Time,4,USA,37.09,-95.71,8
TIC-5477,Resolved,High,Portal,Keyboard/Mouse,Hardware,Infrastructure,31-07-2025 02:04,8,12.5,Breached,,USA,37.09,-95.71,2
TIC-5478,Closed,Low,Chat,Monitor Issue,Hardware,L2 Technical Support,14-03-2025 04:52,48,35.27,On-Time,4,USA,37.09,-95.71,2
TIC-5479,Closed,Critical,Email,Keyboard/Mouse,Hardware,L2 Technical Support,14-02-2025 19:10,4,3.29,On-Time,4,India,20.59,78.96,6
TIC-5480,Closed,Medium,Email,License Request,Software,Security Admin,24-12-2025 11:23,24,17.05,On-Time,3,Germany,51.16,10.45,3
TIC-5481,Resolved,Critical,Chat,Monitor Issue,Hardware,Security Admin,02-12-2025 18:51,4,4.89,Breached,,India,20.59,78.96,6
TIC-5482,Closed,Medium,Email,License Request,Software,L1 Service Desk,17-06-2025 10:24,24,4.17,On-Time,3,Germany,51.16,10.45,7
TIC-5483,Closed,High,Phone,Monitor Issue,Hardware,L2 Technical Support,04-02-2025 05:11,8,8.89,Breached,2,UK,55.37,-3.43,7
TIC-5484,Closed,Critical,Portal,Keyboard/Mouse,Hardware,L2 Technical Support,22-12-2025 00:48,4,4.35,Breached,2,USA,37.09,-95.71,4
TIC-5485,Open,Low,Chat,Bug Report,Software,Network Ops,23-06-2025 06:12,48,,Pending,,Germany,51.16,10.45,12
TIC-5486,Closed,Low,Portal,Slow Internet,Network,L2 Technical Support,25-04-2025 01:14,48,36.59,On-Time,4,USA,37.09,-95.71,2
TIC-5487,Closed,High,Email,Keyboard/Mouse,Hardware,L1 Service Desk,18-07-2025 00:02,8,9.22,Breached,3,Brazil,-14.23,-51.92,8
TIC-5488,Closed,Low,Email,Wi-Fi Access,Network,Infrastructure,18-04-2025 13:58,48,80.04,Breached,2,India,20.59,78.96,4
TIC-5489,Closed,Medium,Chat,Monitor Issue,Hardware,L2 Technical Support,16-09-2025 18:50,24,27.74,Breached,2,Brazil,-14.23,-51.92,5
TIC-5490,Closed,Medium,Email,VPN Drop,Network,Network Ops,29-03-2025 05:00,24,26.85,Breached,2,UK,55.37,-3.43,8
TIC-5491,Closed,Medium,Email,Bug Report,Software,L2 Technical Support,03-08-2025 03:08,24,1.76,On-Time,4,India,20.59,78.96,3
TIC-5492,Open,Low,Portal,Port Request,Network,Security Admin,12-07-2025 01:47,48,,Pending,,Brazil,-14.23,-51.92,5
TIC-5493,Closed,Medium,Email,Password Reset,Security,L2 Technical Support,06-03-2025 07:33,24,7.96,On-Time,1,UK,55.37,-3.43,1
TIC-5494,Closed,Medium,Portal,Login Issue,Software,Network Ops,29-04-2025 00:44,24,18.42,On-Time,3,Brazil,-14.23,-51.92,12
TIC-5495,Closed,Critical,Chat,Keyboard/Mouse,Hardware,Security Admin,26-01-2025 08:07,4,3.73,On-Time,4,Germany,51.16,10.45,2
TIC-5496,Closed,Critical,Email,Update Failure,Software,Infrastructure,27-07-2025 19:16,4,2.48,On-Time,1,USA,37.09,-95.71,8
TIC-5497,Closed,Low,Chat,Wi-Fi Access,Network,L1 Service Desk,09-11-2025 22:47,48,24.49,On-Time,2,Brazil,-14.23,-51.92,5
TIC-5498,Closed,Medium,Chat,Laptop Repair,Hardware,Security Admin,16-11-2025 08:16,24,27.82,Breached,1,Brazil,-14.23,-51.92,4
TIC-5499,Closed,Medium,Phone,Printer,Hardware,Security Admin,02-09-2025 06:17,24,39.26,Breached,3,Germany,51.16,10.45,4
TIC-5500,Closed,Medium,Portal,Laptop Repair,Hardware,Network Ops,29-09-2025 14:10,24,41.59,Breached,3,USA,37.09,-95.71,3
TIC-5501,Closed,Medium,Chat,Laptop Repair,Hardware,L1 Service Desk,04-02-2025 04:54,24,25.23,Breached,5,Brazil,-14.23,-51.92,4
TIC-5502,Closed,Medium,Portal,Printer,Hardware,L1 Service Desk,20-12-2025 18:40,24,21.44,On-Time,2,UK,55.37,-3.43,4
TIC-5503,Closed,Critical,Phone,Access Revoked,Security,Network Ops,02-11-2025 20:13,4,3.73,On-Time,1,USA,37.09,-95.71,4
TIC-5504,Closed,Low,Chat,Update Failure,Software,L2 Technical Support,16-03-2025 19:36,48,51.76,Breached,1,UK,55.37,-3.43,9
TIC-5505,Closed,Medium,Portal,Bug Report,Software,Infrastructure,14-08-2025 12:56,24,4.75,On-Time,2,Brazil,-14.23,-51.92,7
TIC-5506,Closed,Low,Email,Wi-Fi Access,Network,L2 Technical Support,22-05-2025 13:19,48,35.77,On-Time,3,India,20.59,78.96,2
TIC-5507,Closed,Low,Portal,Suspicious Email,Security,Security Admin,09-09-2025 09:12,48,33.61,On-Time,4,Germany,51.16,10.45,2
TIC-5508,Closed,High,Chat,Keyboard/Mouse,Hardware,L1 Service Desk,08-11-2025 14:53,8,6.47,On-Time,1,Germany,51.16,10.45,1
TIC-5509,Closed,Low,Phone,Login Issue,Software,Security Admin,29-10-2025 04:56,48,41.08,On-Time,3,UK,55.37,-3.43,6
TIC-5510,Closed,Low,Phone,Slow Internet,Network,Security Admin,10-06-2025 00:26,48,85.83,Breached,4,USA,37.09,-95.71,6
TIC-5511,Closed,Medium,Chat,VPN Drop,Network,L1 Service Desk,20-04-2025 13:28,24,38.9,Breached,4,Germany,51.16,10.45,8
TIC-5512,Closed,Low,Email,Wi-Fi Access,Network,L2 Technical Support,22-04-2025 02:23,48,83.74,Breached,2,USA,37.09,-95.71,3
TIC-5513,Closed,Medium,Phone,Login Issue,Software,Infrastructure,25-12-2025 01:04,24,8.21,On-Time,3,USA,37.09,-95.71,10
TIC-5514,Closed,Low,Portal,Laptop Repair,Hardware,Security Admin,12-11-2025 23:05,48,86.31,Breached,2,UK,55.37,-3.43,1
TIC-5515,Closed,High,Chat,MFA Reset,Security,Infrastructure,01-03-2025 23:09,8,8.78,Breached,1,Brazil,-14.23,-51.92,4
TIC-5516,Open,Low,Portal,Slow Internet,Network,L2 Technical Support,15-08-2025 07:04,48,,Pending,,Brazil,-14.23,-51.92,3
TIC-5517,Closed,Critical,Portal,Password Reset,Security,L1 Service Desk,21-06-2025 22:10,4,1.83,On-Time,3,USA,37.09,-95.71,2
TIC-5518,Open,Low,Chat,Login Issue,Software,Infrastructure,27-05-2025 13:14,48,,Pending,,UK,55.37,-3.43,5
TIC-5519,Closed,Medium,Email,Access Revoked,Security,Security Admin,10-05-2025 18:37,24,20.91,On-Time,4,Germany,51.16,10.45,3
TIC-5520,Resolved,Medium,Portal,Access Revoked,Security,L2 Technical Support,05-12-2025 07:51,24,15.67,On-Time,,USA,37.09,-95.71,8
TIC-5521,Closed,Medium,Phone,Access Revoked,Security,Security Admin,12-05-2025 13:06,24,19.76,On-Time,3,Brazil,-14.23,-51.92,6
TIC-5522,Closed,Low,Phone,Laptop Repair,Hardware,Network Ops,01-12-2025 01:27,48,67.36,Breached,3,India,20.59,78.96,1
TIC-5523,Closed,Medium,Email,Laptop Repair,Hardware,Infrastructure,07-01-2025 02:30,24,14.79,On-Time,4,Germany,51.16,10.45,1
TIC-5524,Closed,Critical,Chat,Laptop Repair,Hardware,Network Ops,07-04-2025 03:50,4,3.88,On-Time,4,Brazil,-14.23,-51.92,6
TIC-5525,Closed,Low,Email,Bug Report,Software,Security Admin,02-10-2025 10:49,48,28.19,On-Time,4,USA,37.09,-95.71,8
TIC-5526,Closed,Medium,Portal,Monitor Issue,Hardware,L2 Technical Support,13-02-2025 14:33,24,40.96,Breached,4,Germany,51.16,10.45,6
TIC-5527,Closed,High,Chat,Keyboard/Mouse,Hardware,Infrastructure,12-08-2025 23:32,8,10.43,Breached,1,Germany,51.16,10.45,5
TIC-5528,Closed,Low,Phone,Wi-Fi Access,Network,L2 Technical Support,22-07-2025 14:03,48,24.13,On-Time,2,Brazil,-14.23,-51.92,4
TIC-5529,Closed,Medium,Chat,Port Request,Network,L1 Service Desk,03-10-2025 23:48,24,42.42,Breached,4,Germany,51.16,10.45,6
TIC-5530,Closed,Medium,Chat,Login Issue,Software,L2 Technical Support,30-12-2025 02:27,24,7.85,On-Time,2,USA,37.09,-95.71,12
TIC-5531,Closed,Critical,Phone,Access Revoked,Security,Network Ops,11-05-2025 08:39,4,4.39,Breached,1,Germany,51.16,10.45,5
TIC-5532,Closed,Low,Phone,Bug Report,Software,Network Ops,29-08-2025 12:05,48,21.32,On-Time,5,USA,37.09,-95.71,4
TIC-5533,Closed,High,Phone,License Request,Software,L2 Technical Support,15-05-2025 09:01,8,5.32,On-Time,3,Germany,51.16,10.45,7
TIC-5534,Closed,Medium,Email,Bug Report,Software,L2 Technical Support,12-12-2025 13:58,24,26.39,Breached,5,UK,55.37,-3.43,5
TIC-5535,Closed,Medium,Phone,Printer,Hardware,Network Ops,02-03-2025 07:29,24,31.19,Breached,4,USA,37.09,-95.71,4
TIC-5536,Closed,Medium,Chat,MFA Reset,Security,Network Ops,16-11-2025 17:02,24,1.23,On-Time,4,UK,55.37,-3.43,5
TIC-5537,Closed,Critical,Portal,Printer,Hardware,Network Ops,16-04-2025 21:25,4,4.91,Breached,3,Germany,51.16,10.45,2
TIC-5538,Closed,Medium,Portal,Login Issue,Software,Infrastructure,05-12-2025 13:30,24,2.75,On-Time,2,Brazil,-14.23,-51.92,7
TIC-5539,Closed,Low,Portal,Port Request,Network,Security Admin,09-01-2025 22:56,48,72.71,Breached,4,USA,37.09,-95.71,6
TIC-5540,Closed,Low,Email,Laptop Repair,Hardware,L1 Service Desk,14-11-2025 13:00,48,54.87,Breached,2,Brazil,-14.23,-51.92,5
TIC-5541,Closed,Low,Phone,Monitor Issue,Hardware,L1 Service Desk,25-10-2025 15:28,48,84.12,Breached,3,UK,55.37,-3.43,8
TIC-5542,Open,Medium,Chat,Laptop Repair,Hardware,Security Admin,14-10-2025 20:46,24,,Pending,,USA,37.09,-95.71,5
TIC-5543,Closed,Medium,Portal,Password Reset,Security,Infrastructure,29-07-2025 01:04,24,2.52,On-Time,1,UK,55.37,-3.43,7
TIC-5544,Closed,Medium,Phone,Password Reset,Security,Infrastructure,07-09-2025 06:28,24,6.9,On-Time,5,UK,55.37,-3.43,1
TIC-5545,Closed,Medium,Chat,VPN Drop,Network,Network Ops,20-11-2025 02:39,24,14.89,On-Time,3,Brazil,-14.23,-51.92,3
TIC-5546,Closed,Medium,Phone,License Request,Software,Infrastructure,01-04-2025 08:43,24,2.91,On-Time,5,Brazil,-14.23,-51.92,7
TIC-5547,Closed,Medium,Portal,Access Revoked,Security,Network Ops,15-11-2025 04:15,24,4.75,On-Time,4,Germany,51.16,10.45,3
TIC-5548,Closed,Low,Phone,Wi-Fi Access,Network,Infrastructure,05-06-2025 10:08,48,57.69,Breached,4,Brazil,-14.23,-51.92,8
TIC-5549,Closed,Low,Portal,License Request,Software,Network Ops,30-05-2025 05:40,48,25.79,On-Time,2,Germany,51.16,10.45,7
TIC-5550,Resolved,High,Chat,VPN Drop,Network,Infrastructure,18-06-2025 08:50,8,5.49,On-Time,,Germany,51.16,10.45,6
TIC-5551,Closed,High,Email,VPN Drop,Network,Infrastructure,11-09-2025 02:17,8,7.35,On-Time,3,India,20.59,78.96,5
TIC-5552,Resolved,High,Portal,Wi-Fi Access,Network,L2 Technical Support,14-03-2025 01:57,8,12.91,Breached,,UK,55.37,-3.43,6
TIC-5553,Closed,High,Chat,Wi-Fi Access,Network,Network Ops,23-03-2025 18:25,8,14.13,Breached,3,Brazil,-14.23,-51.92,1
TIC-5554,Closed,Medium,Email,Update Failure,Software,Network Ops,12-10-2025 11:32,24,16.22,On-Time,2,India,20.59,78.96,10
TIC-5555,Closed,Medium,Phone,Laptop Repair,Hardware,Security Admin,01-12-2025 17:33,24,41.19,Breached,1,Germany,51.16,10.45,7
TIC-5556,Closed,Medium,Portal,Bug Report,Software,L1 Service Desk,17-02-2025 11:53,24,5.21,On-Time,5,Brazil,-14.23,-51.92,12
TIC-5557,Closed,Low,Email,Port Request,Network,Network Ops,03-12-2025 18:20,48,81.41,Breached,1,USA,37.09,-95.71,2
TIC-5558,Closed,High,Phone,Access Revoked,Security,L1 Service Desk,03-11-2025 02:39,8,2.22,On-Time,4,UK,55.37,-3.43,4
TIC-5559,Closed,Low,Chat,Bug Report,Software,Network Ops,07-11-2025 14:40,48,39.51,On-Time,3,Germany,51.16,10.45,12
